date,overnight_interest_rate,is_original
2023-06-17,0.94,False
2023-06-18,0.94,False
2023-06-19,0.73,True
2023-06-20,0.55,True
2023-06-21,0.55,True
2023-06-22,0.91,True
2023-06-23,1.08,True
2023-06-24,1.08,False
2023-06-25,1.08,False
2023-06-26,1.04,True
2023-06-27,0.89,True
2023-06-28,0.69,True
2023-06-29,0.39,True
2023-06-30,0.44,True
2023-07-01,0.44,False
2023-07-02,0.44,False
2023-07-03,0.66,True
2023-07-04,0.69,True
2023-07-05,0.64,True
2023-07-06,0.61,True
2023-07-07,0.42,True
2023-07-08,0.42,False
2023-07-09,0.42,False
2023-07-10,0.34,True
2023-07-11,0.26,True
2023-07-12,0.21,True
2023-07-13,0.16,True
2023-07-14,0.14,True
2023-07-15,0.14,False
2023-07-16,0.14,False
2023-07-17,0.15,True
2023-07-18,0.46,True
2023-07-19,0.34,True
2023-07-20,0.25,True
2023-07-21,0.19,True
2023-07-22,0.19,False
2023-07-23,0.19,False
2023-07-24,0.2,True
2023-07-25,0.2,True
2023-07-26,0.21,True
2023-07-27,0.19,True
2023-07-28,0.2,True
2023-07-29,0.2,False
2023-07-30,0.2,False
2023-07-31,0.19,True
2023-08-01,0.22,True
2023-08-02,0.22,True
2023-08-03,0.22,True
2023-08-04,0.22,True
2023-08-05,0.22,False
2023-08-06,0.22,False
2023-08-07,0.21,True
2023-08-08,0.21,True
2023-08-09,0.21,True
2023-08-10,0.21,False
2023-08-11,0.2,True
2023-08-12,0.2,False
2023-08-13,0.2,False
2023-08-14,0.19,True
2023-08-15,0.19,False
2023-08-16,0.19,False
2023-08-17,0.2,True
2023-08-18,0.19,True
2023-08-19,0.19,False
2023-08-20,0.19,False
2023-08-21,0.19,True
2023-08-22,0.17,True
2023-08-23,0.17,True
2023-08-24,0.17,True
2023-08-25,0.17,True
2023-08-26,0.17,False
2023-08-27,0.17,False
2023-08-28,0.17,True
2023-08-29,0.16,True
2023-08-30,0.16,True
2023-08-31,0.16,True
2023-09-01,0.16,False
2023-09-02,0.16,False
2023-09-03,0.16,False
2023-09-04,0.16,False
2023-09-05,0.19,True
2023-09-06,0.18,True
2023-09-07,0.17,True
2023-09-08,0.17,True
2023-09-09,0.17,False
2023-09-10,0.17,False
2023-09-11,0.17,True
2023-09-12,0.16,True
2023-09-13,0.16,True
2023-09-14,0.16,True
2023-09-15,0.15,True
2023-09-16,0.15,False
2023-09-17,0.15,False
2023-09-18,0.15,True
2023-09-19,0.15,True
2023-09-20,0.16,True
2023-09-21,0.14,True
2023-09-22,0.17,True
2023-09-23,0.17,False
2023-09-24,0.17,False
2023-09-25,0.17,True
2023-09-26,0.16,True
2023-09-27,0.16,True
2023-09-28,0.15,True
2023-09-29,0.19,True
2023-09-30,0.19,False
2023-10-01,0.19,False
2023-10-02,0.55,True
2023-10-03,0.74,True
2023-10-04,1.13,True
2023-10-05,1.32,True
2023-10-06,1.14,True
2023-10-07,1.14,False
2023-10-08,1.14,False
2023-10-09,0.95,True
2023-10-10,0.66,True
2023-10-11,0.37,True
2023-10-12,0.22,True
2023-10-13,0.35,True
2023-10-14,0.35,False
2023-10-15,0.35,False
2023-10-16,0.71,True
2023-10-17,0.76,True
2023-10-18,0.78,True
2023-10-19,0.79,True
2023-10-20,1.47,True
2023-10-21,1.47,False
2023-10-22,1.47,False
2023-10-23,2.22,True
2023-10-24,2.84,True
2023-10-25,2.74,True
2023-10-26,1.89,True
2023-10-27,1.37,True
2023-10-28,1.37,False
2023-10-29,1.37,False
2023-10-30,1.37,False
2023-10-31,1.37,False
2023-11-01,1.05,True
2023-11-02,0.99,True
2023-11-03,0.93,True
2023-11-04,0.93,False
2023-11-05,0.93,False
2023-11-06,0.93,True
2023-11-07,0.95,True
2023-11-08,0.83,True
2023-11-09,0.73,True
2023-11-10,0.62,True
2023-11-11,0.62,False
2023-11-12,0.62,False
2023-11-13,0.52,True
2023-11-14,0.36,True
2023-11-15,0.26,True
2023-11-16,0.21,True
2023-11-17,0.18,True
2023-11-18,0.18,False
2023-11-19,0.18,False
2023-11-20,0.16,True
2023-11-21,0.15,True
2023-11-22,0.15,True
2023-11-23,0.15,True
2023-11-24,0.14,True
2023-11-25,0.14,False
2023-11-26,0.14,False
2023-11-27,0.14,True
2023-11-28,0.14,True
2023-11-29,0.14,True
2023-11-30,0.14,True
2023-12-01,0.17,True
2023-12-02,0.17,False
2023-12-03,0.17,False
2023-12-04,0.16,True
2023-12-05,0.16,True
2023-12-06,0.15,True
2023-12-07,0.15,True
2023-12-08,0.15,True
2023-12-09,0.15,False
2023-12-10,0.15,False
2023-12-11,0.15,True
2023-12-12,0.15,True
2023-12-13,0.15,True
2023-12-14,0.16,True
2023-12-15,0.15,True
2023-12-16,0.15,False
2023-12-17,0.15,False
2023-12-18,0.15,True
2023-12-19,0.16,True
2023-12-20,0.18,True
2023-12-21,0.18,True
2023-12-22,0.25,True
2023-12-23,0.25,False
2023-12-24,0.25,False
2023-12-25,0.74,True
2023-12-26,1.02,True
2023-12-27,0.79,True
2023-12-28,0.51,True
2023-12-29,0.51,True
2023-12-30,0.51,False
2023-12-31,0.51,False
2024-01-01,0.51,False
2024-01-02,0.95,True
2024-01-03,0.46,True
2024-01-04,0.23,True
2024-01-05,0.19,True
2024-01-06,0.19,False
2024-01-07,0.19,False
2024-01-08,0.16,True
2024-01-09,0.15,True
2024-01-10,0.15,True
2024-01-11,0.15,True
2024-01-12,0.15,True
2024-01-13,0.15,False
2024-01-14,0.15,False
2024-01-15,0.15,True
2024-01-16,0.15,True
2024-01-17,0.15,True
2024-01-18,0.14,True
2024-01-19,0.14,True
2024-01-20,0.14,False
2024-01-21,0.14,False
2024-01-22,0.13,True
2024-01-23,0.12,True
2024-01-24,0.13,True
2024-01-25,0.12,True
2024-01-26,0.12,True
2024-01-27,0.12,False
2024-01-28,0.12,False
2024-01-29,0.12,True
2024-01-30,0.18,True
2024-01-31,0.97,True
2024-02-01,1.05,True
2024-02-02,1.37,True
2024-02-03,1.37,False
2024-02-04,1.37,False
2024-02-05,1.76,True
2024-02-06,2.38,True
2024-02-07,2.38,True
2024-02-08,2.38,False
2024-02-09,2.38,False
2024-02-10,2.38,False
2024-02-11,2.38,False
2024-02-12,2.38,False
2024-02-13,2.38,False
2024-02-14,2.38,False
2024-02-15,1.31,True
2024-02-16,1.04,True
2024-02-17,1.04,False
2024-02-18,1.04,False
2024-02-19,1.41,True
2024-02-20,2.15,True
2024-02-21,4.14,True
2024-02-22,3.85,True
2024-02-23,3.66,True
2024-02-24,3.66,False
2024-02-25,3.66,False
2024-02-26,3.54,True
2024-02-27,3.32,True
2024-02-28,2.4,True
2024-02-29,1.46,True
2024-03-01,1.47,True
2024-03-02,1.47,False
2024-03-03,1.47,False
2024-03-04,1.48,True
2024-03-05,1.49,True
2024-03-06,1.49,True
2024-03-07,1.17,True
2024-03-08,0.77,True
2024-03-09,0.77,False
2024-03-10,0.77,False
2024-03-11,0.76,True
2024-03-12,1.47,True
2024-03-13,1.47,False
2024-03-14,1.21,True
2024-03-15,0.79,True
2024-03-16,0.79,False
2024-03-17,0.79,False
2024-03-18,0.5,True
2024-03-19,0.22,True
2024-03-20,0.16,True
2024-03-21,0.13,True
2024-03-22,0.13,True
2024-03-23,0.13,False
2024-03-24,0.13,False
2024-03-25,0.27,True
2024-03-26,0.32,True
2024-03-27,0.28,True
2024-03-28,0.31,True
2024-03-29,2.51,True
2024-03-30,2.51,False
2024-03-31,2.51,False
2024-04-01,3.45,True
2024-04-02,4.36,True
2024-04-03,4.59,True
2024-04-04,3.9,True
2024-04-05,2.69,True
2024-04-06,2.69,False
2024-04-07,2.69,False
2024-04-08,2.66,True
2024-04-09,3.66,True
2024-04-10,3.93,True
2024-04-11,3.85,True
2024-04-12,4.18,True
2024-04-13,4.18,False
2024-04-14,4.18,False
2024-04-15,4.7,True
2024-04-16,4.94,True
2024-04-17,4.95,True
2024-04-18,4.95,False
2024-04-19,3.93,True
2024-04-20,3.93,False
2024-04-21,3.93,False
2024-04-22,3.87,True
2024-04-23,4.07,True
2024-04-24,4.22,True
2024-04-25,4.08,True
2024-04-26,4.6,True
2024-04-27,4.6,False
2024-04-28,4.6,False
2024-04-29,4.6,False
2024-04-30,4.6,False
2024-05-01,4.6,False
2024-05-02,4.48,True
2024-05-03,4.36,True
2024-05-04,4.31,True
2024-05-05,4.31,False
2024-05-06,4.28,True
2024-05-07,4.19,True
2024-05-08,4.22,True
2024-05-09,4.22,True
2024-05-10,4.23,True
2024-05-11,4.23,False
2024-05-12,4.23,False
2024-05-13,4.24,True
2024-05-14,4.22,True
2024-05-15,4.22,True
2024-05-16,3.94,True
2024-05-17,3.9,True
2024-05-18,3.9,False
2024-05-19,3.9,False
2024-05-20,4.01,True
2024-05-21,4.08,True
2024-05-22,4.55,True
2024-05-23,5.1,True
2024-05-24,5.06,True
2024-05-25,5.06,False
2024-05-26,5.06,False
2024-05-27,5.06,True
2024-05-28,4.79,True
2024-05-29,4.03,True
2024-05-30,3.37,True
2024-05-31,2.85,True
2024-06-01,2.85,False
2024-06-02,2.85,False
2024-06-03,3.86,True
2024-06-04,4.01,True
2024-06-05,3.9,True
2024-06-06,3.96,True
2024-06-07,4.01,True
2024-06-08,4.01,False
2024-06-09,4.01,False
2024-06-10,4.22,True
2024-06-11,4.41,True
2024-06-12,4.53,True
2024-06-13,4.52,True
2024-06-14,4.42,True
2024-06-15,4.42,False
2024-06-16,4.42,False
2024-06-17,4.36,True
2024-06-18,4.19,True
2024-06-19,3.87,True
2024-06-20,3.46,True
2024-06-21,3.35,True
2024-06-22,3.35,False
2024-06-23,3.35,False
2024-06-24,3.54,True
2024-06-25,3.45,True
2024-06-26,2.84,True
2024-06-27,2.84,True
2024-06-28,4.39,True
2024-06-29,4.39,False
2024-06-30,4.39,False
2024-07-01,4.76,True
2024-07-02,4.47,True
2024-07-03,4.45,True
2024-07-04,4.5,True
2024-07-05,4.69,True
2024-07-06,4.69,False
2024-07-07,4.69,False
2024-07-08,4.83,True
2024-07-09,4.98,True
2024-07-10,4.87,True
2024-07-11,4.62,True
2024-07-12,4.45,True
2024-07-13,4.45,False
2024-07-14,4.45,False
2024-07-15,4.43,True
2024-07-16,4.44,True
2024-07-17,4.51,True
2024-07-18,4.43,True
2024-07-19,4.48,True
2024-07-20,4.48,False
2024-07-21,4.48,False
2024-07-22,4.56,True
2024-07-23,4.6,True
2024-07-24,4.77,True
2024-07-25,4.86,True
2024-07-26,4.94,True
2024-07-27,4.94,False
2024-07-28,4.94,False
2024-07-29,4.93,True
2024-07-30,4.75,True
2024-07-31,4.37,True
2024-08-01,4.6,True
2024-08-02,4.69,True
2024-08-03,4.69,False
2024-08-04,4.69,False
2024-08-05,4.93,True
2024-08-06,4.85,True
2024-08-07,4.65,True
2024-08-08,4.42,True
2024-08-09,4.35,True
2024-08-10,4.35,False
2024-08-11,4.35,False
2024-08-12,4.36,True
2024-08-13,4.4,True
2024-08-13,4.4,True
2024-08-14,4.45,True
2024-08-15,4.52,True
2024-08-16,4.58,True
2024-08-17,4.58,False
2024-08-18,4.58,False
2024-08-19,4.57,True
2024-08-20,4.5,True
2024-08-21,4.4,True
2024-08-22,4.38,True
2024-08-23,4.42,True
2024-08-24,4.42,False
2024-08-25,4.42,False
2024-08-26,4.5,True
2024-08-27,4.66,True
2024-08-28,4.4,True
2024-08-29,4.02,True
2024-08-30,4.02,True
2024-08-31,4.02,False
2024-09-01,4.02,False
2024-09-02,4.02,False
2024-09-03,4.02,False
2024-09-04,4.52,True
2024-09-05,4.59,True
2024-09-06,4.59,True
2024-09-07,4.59,False
2024-09-08,4.59,False
2024-09-09,4.56,True
2024-09-10,4.42,True
2024-09-11,4.13,True
2024-09-12,3.8,True
2024-09-13,3.47,True
2024-09-14,3.47,False
2024-09-15,3.47,False
2024-09-16,3.28,True
2024-09-17,3.21,True
2024-09-18,3.22,True
2024-09-19,3.28,True
2024-09-20,3.56,True
2024-09-21,3.56,False
2024-09-22,3.56,False
2024-09-23,3.91,True
2024-09-24,4.22,True
2024-09-25,4.22,True
2024-09-26,4.22,True
2024-09-27,4.23,True
2024-09-28,4.23,False
2024-09-29,4.23,False
2024-09-30,4.44,True
2024-10-01,4.31,True
2024-10-02,4.17,True
2024-10-03,3.96,True
2024-10-04,3.76,True
2024-10-05,3.76,False
2024-10-06,3.76,False
2024-10-07,3.58,True
2024-10-08,3.49,True
2024-10-09,3.39,True
2024-10-10,3.3,True
2024-10-11,3.21,True
2024-10-12,3.21,False
2024-10-13,3.21,False
2024-10-14,3.1,True
2024-10-15,2.91,True
2024-10-16,2.77,True
2024-10-17,2.69,True
2024-10-18,2.66,True
2024-10-19,2.66,False
2024-10-20,2.66,False
2024-10-21,3.91,True
2024-10-22,3.97,True
2024-10-23,3.75,True
2024-10-24,3.68,True
2024-10-25,3.91,True
2024-10-26,3.91,False
2024-10-27,3.91,False
2024-10-28,4.63,True
2024-10-29,4.7,True
2024-10-30,3.82,True
2024-10-31,3.54,True
2024-11-01,4.02,True
2024-11-02,4.02,False
2024-11-03,4.02,False
2024-11-04,6.08,True
2024-11-05,5.57,True
2024-11-06,4.8,True
2024-11-07,4.8,True
2024-11-08,4.54,True
2024-11-09,4.54,False
2024-11-10,4.54,False
2024-11-11,4.56,True
2024-11-12,4.72,True
2024-11-13,5.42,True
2024-11-14,5.68,True
2024-11-15,5.83,True
2024-11-16,5.83,False
2024-11-17,5.83,False
2024-11-18,5.89,True
2024-11-19,5.31,True
2024-11-20,4.19,True
2024-11-21,4.06,True
2024-11-22,4.58,True
2024-11-23,4.58,False
2024-11-24,4.58,False
2024-11-25,5.47,True
2024-11-26,5.43,True
2024-11-27,4.41,True
2024-11-28,3.25,True
2024-11-29,3.11,True
2024-11-30,3.11,False
2024-12-01,3.11,False
2024-12-02,4.17,True
2024-12-03,4.18,True
2024-12-04,4.15,True
2024-12-05,3.99,True
2024-12-06,4.0,True
2024-12-07,4.0,False
2024-12-08,4.0,False
2024-12-09,4.03,True
2024-12-10,4.18,True
2024-12-11,4.47,True
2024-12-12,4.5,True
2024-12-13,4.01,True
2024-12-14,4.01,False
2024-12-15,4.01,False
2024-12-16,3.88,True
2024-12-17,3.29,True
2024-12-18,2.79,True
2024-12-19,2.79,False
2024-12-20,3.99,True
2024-12-21,3.99,False
2024-12-22,3.99,False
2024-12-23,4.37,True
2024-12-24,4.37,True
2024-12-25,4.48,True
2024-12-26,4.57,True
2024-12-27,4.0,True
2024-12-28,4.0,False
2024-12-29,4.0,False
2024-12-30,3.15,True
2024-12-31,4.04,True
2025-01-01,4.04,False
2025-01-02,4.03,True
2025-01-03,3.96,True
2025-01-04,3.96,False
2025-01-05,3.96,False
2025-01-06,3.84,True
2025-01-07,3.79,True
2025-01-08,3.92,True
2025-01-09,4.33,True
2025-01-10,4.74,True
2025-01-11,4.74,False
2025-01-12,4.74,False
2025-01-13,4.95,True
2025-01-14,4.59,True
2025-01-15,3.94,True
2025-01-16,3.8,True
2025-01-17,3.9,True
2025-01-18,3.9,False
2025-01-19,3.9,False
2025-01-20,4.77,True
2025-01-21,4.19,True
2025-01-22,3.83,True
2025-01-23,3.92,True
2025-01-24,3.92,True
2025-01-25,3.92,False
2025-01-26,3.92,False
2025-01-27,3.92,False
2025-01-28,3.92,False
2025-01-29,3.92,False
2025-01-30,3.92,False
2025-01-31,3.92,False
2025-02-01,3.92,False
2025-02-02,3.92,False
2025-02-03,4.75,True
2025-02-04,5.7,True
2025-02-05,4.7,True
2025-02-06,4.33,True
2025-02-07,4.38,True
2025-02-08,4.38,False
2025-02-09,4.38,False
2025-02-10,5.54,True
2025-02-11,5.52,True
2025-02-12,4.57,True
2025-02-13,4.25,True
2025-02-14,4.25,False
2025-02-15,4.25,False
2025-02-16,4.25,False
2025-02-17,4.48,True
2025-02-18,4.64,True
2025-02-19,4.3,True
2025-02-20,4.08,True
2025-02-21,3.98,True
2025-02-22,3.98,False
2025-02-23,3.98,False
2025-02-24,4.5,True
2025-02-25,4.73,True
2025-02-26,4.14,True
2025-02-27,3.79,True
2025-02-28,4.59,True
2025-03-01,4.59,False
2025-03-02,4.59,False
2025-03-03,4.74,True
2025-03-04,4.77,True
2025-03-05,4.47,True
2025-03-06,3.98,True
2025-03-07,3.88,True
2025-03-08,3.88,False
2025-03-09,3.88,False
2025-03-10,4.19,True
2025-03-11,4.19,False
2025-03-12,4.81,True
2025-03-13,4.57,True
2025-03-14,4.39,True
2025-03-15,4.39,False
2025-03-16,4.39,False
2025-03-17,4.26,True
2025-03-18,4.18,True
2025-03-19,4.05,True
2025-03-20,3.97,True
2025-03-21,4.31,True
2025-03-22,4.31,False
2025-03-23,4.31,False
2025-03-24,4.34,True
2025-03-25,4.48,True
2025-03-26,4.35,True
2025-03-27,3.88,True
2025-03-28,3.53,True
2025-03-29,3.53,False
2025-03-30,3.53,False
2025-03-31,4.61,True
2025-04-01,4.56,True
2025-04-02,4.02,True
2025-04-03,3.99,True
2025-04-04,3.99,True
2025-04-05,3.99,False
2025-04-06,3.99,False
2025-04-07,3.99,False
2025-04-08,4.21,True
2025-04-09,4.21,True
2025-04-10,4.06,True
2025-04-11,4.03,True
2025-04-12,4.03,False
2025-04-13,4.03,False
2025-04-14,4.06,True
2025-04-15,4.02,True
2025-04-16,4.03,True
2025-04-17,4.07,True
2025-04-18,4.1,True
2025-04-19,4.1,False
2025-04-20,4.1,False
2025-04-21,4.48,True
2025-04-22,4.69,True
2025-04-23,3.95,True
2025-04-24,3.31,True
2025-04-25,2.46,True
2025-04-26,2.47,True
2025-04-27,2.47,False
2025-04-28,2.54,True
2025-04-29,2.54,True
2025-04-30,2.54,False
2025-05-01,2.54,False
2025-05-02,2.54,False
2025-05-03,2.54,False
2025-05-04,2.54,False
2025-05-05,4.13,True
2025-05-06,4.14,True
2025-05-07,4.03,True
2025-05-08,3.96,True
2025-05-09,4.09,True
2025-05-10,4.09,False
2025-05-11,4.09,False
2025-05-12,4.09,True
2025-05-13,4.03,True
2025-05-14,3.93,True
2025-05-15,3.92,True
2025-05-16,3.78,True
2025-05-17,3.78,False
2025-05-18,3.78,False
2025-05-19,3.71,True
2025-05-20,3.63,True
